DEFAULT	DEFAULT	DEFAULT	DEFAULT	DEFAULT	DEFAULT	DEFAULT	DEFAULT	DEFAULT	DEFAULT	DEFAULT
            TIME	TIME	ANG_X	ANG_Y	ANG_Z	VEL_X	VEL_Y	VEL_Z	ACC_X	ACC_Y	ACC_Z
            FRAME_NUMBERS	ANALOG	ANALOG	ANALOG	ANALOG	ANALOG	ANALOG	ANALOG	ANALOG	ANALOG	ANALOG
            ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL
        ITEM	0	0	x	x	x	x	x	x	x	x	x
1 2.38 238 0.583 -0.397 -0.211 0.095 0.005 -0.065 -0.480 3.005 3.432
1 2.39 239 0.632 -0.408 -0.246 0.085 -0.018 -0.061 -1.012 -2.357 0.465
1 2.40 240 0.714 -0.402 -0.269 0.144 0.010 -0.040 5.949 2.797 2.035
1 2.41 241 0.762 -0.407 -0.260 0.084 -0.008 0.016 -6.069 -1.787 5.599
1 2.42 242 0.808 -0.416 -0.236 0.079 -0.015 0.041 -0.469 -0.671 2.573
1 2.43 243 0.849 -0.425 -0.202 0.073 -0.017 0.060 -0.633 -0.213 1.813
1 2.44 244 0.895 -0.449 -0.081 0.079 -0.041 0.210 0.652 -2.415 15.067
1 2.45 245 0.916 -0.458 -0.028 0.037 -0.016 0.092 -4.277 2.510 -11.789
1 2.46 246 0.923 -0.457 0.012 0.014 0.002 0.071 -2.287 1.805 -2.186
1 2.47 247 0.917 -0.456 0.044 -0.011 0.002 0.056 -2.475 0.026 -1.459
1 2.48 248 0.887 -0.444 0.019 -0.052 0.020 -0.043 -4.102 1.820 -9.905
1 2.49 249 0.849 -0.440 -0.006 -0.067 0.008 -0.044 -1.447 -1.189 -0.054
1 2.50 250 0.831 -0.431 -0.031 -0.032 0.014 -0.045 3.464 0.603 -0.095
1 2.51 251 0.811 -0.430 -0.047 -0.035 0.002 -0.028 -0.305 -1.261 1.686
1 2.52 252 0.809 -0.413 0.001 -0.003 0.030 0.083 3.214 2.804 11.096
1 2.53 253 0.803 -0.406 -0.037 -0.010 0.012 -0.066 -0.698 -1.800 -14.890
1 2.54 254 0.796 -0.397 -0.035 -0.012 0.016 0.003 -0.252 0.413 6.863
1 2.55 255 0.769 -0.391 -0.021 -0.048 0.011 0.024 -3.528 -0.463 2.135
1 2.56 256 0.774 -0.384 0.011 0.009 0.012 0.057 5.649 0.035 3.232
1 2.57 257 0.790 -0.381 0.039 0.028 0.004 0.049 1.922 -0.729 -0.807
1 2.58 258 0.806 -0.385 0.047 0.027 -0.006 0.014 -0.078 -0.997 -3.414
1 2.59 259 0.864 -0.398 -0.002 0.101 -0.023 -0.085 7.347 -1.721 -9.936
1 2.60 260 0.884 -0.403 -0.049 0.036 -0.009 -0.082 -6.451 1.340 0.306
1 2.61 261 0.900 -0.413 -0.104 0.028 -0.018 -0.097 -0.826 -0.855 -1.464
1 2.62 262 0.912 -0.423 -0.194 0.020 -0.018 -0.157 -0.839 0.022 -6.044
1 2.63 263 0.917 -0.424 -0.307 0.009 -0.001 -0.197 -1.044 1.679 -4.022
1 2.64 264 0.938 -0.417 -0.415 0.037 0.012 -0.188 2.738 1.331 0.916
1 2.65 265 0.968 -0.412 -0.521 0.052 0.008 -0.185 1.593 -0.488 0.297
1 2.66 266 1.016 -0.396 -0.653 0.083 0.028 -0.231 3.080 2.058 -4.619
1 2.67 267 1.040 -0.389 -0.697 0.043 0.013 -0.077 -4.054 -1.528 15.393
1 2.68 268 1.057 -0.379 -0.689 0.030 0.018 0.015 -1.232 0.474 9.185
1 2.69 269 1.077 -0.360 -0.649 0.033 0.034 0.070 0.290 1.605 5.573
1 2.70 270 1.098 -0.348 -0.655 0.038 0.020 -0.011 0.445 -1.331 -8.147
1 2.71 271 1.113 -0.343 -0.583 0.025 0.009 0.127 -1.233 -1.154 13.773
1 2.72 272 1.109 -0.331 -0.513 -0.007 0.020 0.122 -3.213 1.131 -0.427
1 2.73 273 1.099 -0.328 -0.441 -0.018 0.006 0.125 -1.098 -1.397 0.262
1 2.74 274 1.098 -0.328 -0.464 -0.001 0.000 -0.040 1.632 -0.564 -16.481
1 2.75 275 1.107 -0.322 -0.511 0.015 0.010 -0.082 1.640 0.964 -4.228
1 2.76 276 1.118 -0.319 -0.595 0.019 0.004 -0.145 0.444 -0.600 -6.323
1 2.77 277 1.140 -0.328 -0.763 0.038 -0.014 -0.294 1.876 -1.854 -14.888
1 2.78 278 1.151 -0.326 -0.854 0.020 0.002 -0.158 -1.797 1.643 13.617
1 2.79 279 1.177 -0.326 -0.927 0.044 0.001 -0.128 2.413 -0.127 3.066
1 2.80 280 1.212 -0.316 -0.959 0.061 0.018 -0.056 1.683 1.732 7.125
1 2.81 281 1.222 -0.322 -0.990 0.018 -0.011 -0.054 -4.329 -2.930 0.272
1 2.82 282 1.219 -0.325 -1.008 -0.006 -0.005 -0.032 -2.394 0.634 2.104
1 2.83 283 1.213 -0.324 -1.031 -0.010 0.001 -0.039 -0.350 0.622 -0.610
1 2.84 284 1.173 -0.323 -1.025 -0.069 0.003 0.010 -5.996 0.150 4.841
1 2.85 285 1.161 -0.328 -1.060 -0.021 -0.009 -0.062 4.881 -1.172 -7.136
1 2.86 286 1.153 -0.330 -1.095 -0.014 -0.005 -0.061 0.616 0.415 0.021
1 2.87 287 1.157 -0.332 -1.119 0.006 -0.003 -0.042 2.082 0.172 1.935
1 2.88 288 1.198 -0.328 -1.111 0.073 0.007 0.014 6.625 0.968 5.645
1 2.89 289 1.214 -0.318 -1.100 0.027 0.017 0.020 -4.509 1.025 0.544
1 2.90 290 1.227 -0.303 -1.095 0.023 0.027 0.009 -0.469 0.969 -1.117
1 2.91 291 1.237 -0.295 -1.100 0.016 0.014 -0.009 -0.636 -1.267 -1.795
1 2.92 292 1.246 -0.290 -1.146 0.017 0.009 -0.080 0.034 -0.523 -7.094
1 2.93 293 1.261 -0.280 -1.113 0.026 0.017 0.058 0.902 0.875 13.826
1 2.94 294 1.266 -0.270 -1.068 0.009 0.019 0.077 -1.712 0.108 1.931
1 2.95 295 1.259 -0.268 -0.993 -0.013 0.004 0.132 -2.128 -1.505 5.412
1 2.96 296 1.258 -0.263 -0.969 -0.002 0.008 0.042 1.035 0.467 -8.924
1 2.97 297 1.259 -0.265 -0.928 0.002 -0.004 0.070 0.450 -1.169 2.819
1 2.98 298 1.266 -0.270 -0.901 0.012 -0.010 0.048 1.025 -0.604 -2.264
1 2.99 299 1.275 -0.261 -0.897 0.015 0.016 0.007 0.281 2.539 -4.123
1 3.00 300 1.298 -0.259 -0.911 0.041 0.003 -0.024 2.536 -1.255 -3.058
1 3.01 301 1.312 -0.264 -0.925 0.025 -0.008 -0.024 -1.577 -1.105 -0.035
1 3.02 302 1.331 -0.263 -0.933 0.032 0.002 -0.015 0.756 1.010 0.932
1 3.03 303 1.351 -0.268 -0.931 0.035 -0.010 0.004 0.213 -1.212 1.891
1 3.04 304 1.364 -0.273 -0.948 0.024 -0.008 -0.030 -1.047 0.210 -3.397
1 3.05 305 1.375 -0.276 -0.976 0.019 -0.005 -0.047 -0.542 0.261 -1.740
1 3.06 306 1.380 -0.278 -0.981 0.008 -0.004 -0.009 -1.073 0.124 3.831
1 3.07 307 1.403 -0.255 -1.008 0.040 0.039 -0.048 3.193 4.329 -3.916
1 3.08 308 1.405 -0.249 -1.044 0.005 0.011 -0.062 -3.502 -2.794 -1.369
1 3.09 309 1.412 -0.238 -1.067 0.012 0.018 -0.039 0.728 0.604 2.273
1 3.10 310 1.432 -0.220 -0.983 0.034 0.032 0.146 2.217 1.493 18.514
1 3.11 311 1.466 -0.207 -0.937 0.059 0.022 0.080 2.479 -1.013 -6.579
1 3.12 312 1.515 -0.196 -0.919 0.085 0.019 0.032 2.589 -0.359 -4.783
1 3.13 313 1.574 -0.184 -0.878 0.103 0.022 0.072 1.799 0.319 3.935
1 3.14 314 1.658 -0.173 -0.866 0.147 0.018 0.021 4.368 -0.360 -5.106
1 3.15 315 1.727 -0.173 -0.818 0.120 0.000 0.083 -2.639 -1.805 6.229
1 3.16 316 1.783 -0.188 -0.798 0.098 -0.025 0.035 -2.194 -2.547 -4.781
1 3.17 317 1.860 -0.227 -0.835 0.135 -0.069 -0.064 3.683 -4.385 -9.905
1 3.18 318 1.905 -0.245 -0.874 0.079 -0.031 -0.068 -5.656 3.848 -0.398
1 3.19 319 1.953 -0.252 -0.952 0.083 -0.013 -0.136 0.400 1.795 -6.787
1 3.20 320 1.999 -0.259 -1.097 0.080 -0.012 -0.253 -0.225 0.075 -11.684
1 3.21 321 2.014 -0.264 -1.450 0.027 -0.009 -0.617 -5.315 0.316 -36.398
1 3.22 322 2.065 -0.272 -1.676 0.089 -0.015 -0.394 6.186 -0.607 22.274
1 3.23 323 2.101 -0.272 -1.875 0.062 0.001 -0.348 -2.742 1.568 4.594
1 3.24 324 2.143 -0.221 -1.949 0.073 0.088 -0.128 1.174 8.659 21.964
1 3.25 325 2.124 -0.193 -2.025 -0.033 0.050 -0.133 -10.625 -3.717 -0.441
1 3.26 326 2.092 -0.167 -2.042 -0.056 0.044 -0.030 -2.359 -0.650 10.291
1 3.27 327 2.043 -0.127 -1.977 -0.085 0.071 0.113 -2.887 2.668 14.255
1 3.28 328 1.943 -0.072 -1.985 -0.174 0.096 -0.013 -8.840 2.583 -12.606
1 3.29 329 1.907 -0.050 -1.839 -0.063 0.038 0.254 11.117 -5.858 26.731
1 3.30 330 1.911 -0.043 -1.659 0.006 0.013 0.315 6.876 -2.493 6.107
1 3.31 331 1.950 -0.038 -1.451 0.067 0.008 0.362 6.128 -0.480 4.704
1 3.32 332 2.175 -0.048 -0.910 0.394 -0.016 0.944 32.677 -2.444 58.202
1 3.33 333 2.316 -0.053 -0.711 0.245 -0.009 0.349 -14.959 0.729 -59.541
1 3.34 334 2.485 -0.063 -0.552 0.296 -0.018 0.277 5.144 -0.874 -7.119
1 3.35 335 2.652 -0.066 -0.457 0.292 -0.005 0.165 -0.457 1.239 -11.245
1 3.36 336 2.823 -0.070 -0.369 0.298 -0.006 0.154 0.678 -0.095 -1.117
1 3.37 337 2.962 -0.089 -0.364 0.243 -0.033 0.009 -5.543 -2.694 -14.509
1 3.38 338 3.083 -0.132 -0.446 0.211 -0.075 -0.144 -3.195 -4.186 -15.235
1 3.39 339 3.314 -0.242 -1.035 0.403 -0.192 -1.028 19.168 -11.701 -88.407
1 3.40 340 3.399 -0.300 -1.336 0.149 -0.102 -0.526 -25.363 9.064 50.187
1 3.41 341 3.465 -0.379 -1.643 0.115 -0.136 -0.535 -3.357 -3.477 -0.883
1 3.42 342 3.496 -0.444 -1.947 0.053 -0.114 -0.531 -6.239 2.226 0.385
1 3.43 343 3.420 -0.455 -2.145 -0.133 -0.019 -0.345 -18.604 9.505 18.530
1 3.44 344 3.381 -0.507 -2.440 -0.068 -0.091 -0.516 6.469 -7.237 -17.035
1 3.45 345 3.345 -0.555 -2.698 -0.062 -0.083 -0.450 0.604 0.858 6.604
1 3.46 346 3.379 -0.607 -3.051 0.059 -0.092 -0.615 12.151 -0.928 -16.555
1 3.47 347 3.354 -0.608 -3.168 -0.043 -0.001 -0.205 -10.208 9.158 41.022
1 3.48 348 3.328 -0.593 -3.215 -0.046 0.026 -0.082 -0.336 2.656 12.276
1 3.49 349 3.283 -0.574 -3.248 -0.079 0.033 -0.058 -3.268 0.688 2.451
1 3.50 350 3.230 -0.551 -3.271 -0.091 0.040 -0.039 -1.214 0.674 1.861
1 3.51 351 3.095 -0.523 -3.231 -0.237 0.049 0.070 -14.599 0.962 10.965
1 3.52 352 3.053 -0.514 -3.186 -0.072 0.015 0.078 16.466 -3.414 0.719
1 3.53 353 3.029 -0.535 -3.137 -0.041 -0.036 0.085 3.095 -5.079 0.746
1 3.54 354 3.096 -0.624 -2.946 0.117 -0.156 0.334 15.809 -11.996 24.886
1 3.55 355 3.141 -0.682 -2.829 0.078 -0.101 0.205 -3.834 5.439 -12.892
1 3.56 356 3.204 -0.743 -2.742 0.110 -0.107 0.151 3.148 -0.556 -5.382
1 3.57 357 3.272 -0.794 -2.665 0.119 -0.088 0.135 0.939 1.892 -1.657
1 3.58 358 3.421 -0.864 -2.638 0.260 -0.123 0.046 14.046 -3.496 -8.844
1 3.59 359 3.516 -0.872 -2.572 0.166 -0.015 0.115 -9.384 10.798 6.920
1 3.60 360 3.618 -0.807 -2.404 0.179 0.114 0.294 1.280 12.863 17.813
1 3.61 361 3.694 -0.792 -2.383 0.132 0.027 0.036 -4.665 -8.710 -25.733
1 3.62 362 3.776 -0.769 -2.395 0.143 0.040 -0.020 1.148 1.302 -5.621
1 3.63 363 3.843 -0.758 -2.406 0.117 0.020 -0.020 -2.626 -1.947 0.013
1 3.64 364 3.905 -0.764 -2.438 0.107 -0.012 -0.055 -1.020 -3.198 -3.502
1 3.65 365 3.997 -0.815 -2.609 0.161 -0.088 -0.299 5.387 -7.623 -24.399
1 3.66 366 4.012 -0.800 -2.661 0.026 0.027 -0.090 -13.533 11.462 20.852
1 3.67 367 3.992 -0.784 -2.683 -0.035 0.026 -0.039 -6.030 -0.033 5.134
1 3.68 368 3.866 -0.674 -2.601 -0.220 0.192 0.144 -18.530 16.596 18.315
1 3.69 369 3.781 -0.630 -2.599 -0.148 0.078 0.002 7.251 -11.471 -14.175
1 3.70 370 3.702 -0.586 -2.608 -0.138 0.077 -0.015 0.920 -0.024 -1.700
1 3.71 371 3.634 -0.529 -2.655 -0.118 0.099 -0.084 1.989 2.156 -6.890
1 3.72 372 3.548 -0.482 -2.959 -0.149 0.081 -0.529 -3.089 -1.767 -44.540
1 3.73 373 3.499 -0.452 -3.218 -0.086 0.053 -0.452 6.365 -2.781 7.674
1 3.74 374 3.467 -0.432 -3.516 -0.056 0.034 -0.521 2.937 -1.957 -6.856
1 3.75 375 3.433 -0.427 -3.863 -0.059 0.009 -0.606 -0.228 -2.457 -8.475
1 3.76 376 3.440 -0.446 -4.100 0.012 -0.032 -0.414 7.017 -4.137 19.130
1 3.77 377 3.463 -0.456 -4.261 0.040 -0.019 -0.281 2.799 1.304 13.348
1 3.78 378 3.503 -0.459 -4.346 0.071 -0.005 -0.148 3.148 1.378 13.258
1 3.79 379 3.560 -0.447 -4.398 0.100 0.023 -0.090 2.867 2.790 5.792
1 3.80 380 3.751 -0.407 -4.534 0.332 0.070 -0.238 23.274 4.691 -14.803
1 3.81 381 3.845 -0.376 -4.578 0.164 0.054 -0.076 -16.886 -1.577 16.199
1 3.82 382 3.956 -0.345 -4.679 0.194 0.053 -0.177 3.027 -0.065 -10.066
1 3.83 383 4.053 -0.302 -4.747 0.171 0.076 -0.118 -2.313 2.311 5.909
1 3.84 384 4.222 -0.254 -5.016 0.294 0.084 -0.470 12.376 0.774 -35.195
1 3.85 385 4.424 -0.248 -5.339 0.353 0.010 -0.564 5.846 -7.367 -9.435
1 3.86 386 4.677 -0.264 -5.618 0.442 -0.029 -0.487 8.867 -3.889 7.704
1 3.87 387 5.328 -0.339 -6.201 1.135 -0.130 -1.017 69.367 -10.126 -53.008
1 3.88 388 5.676 -0.336 -6.177 0.608 0.005 0.042 -52.761 13.487 105.919
1 3.89 389 6.048 -0.300 -6.092 0.650 0.062 0.148 4.186 5.716 10.624
1 3.90 390 6.407 -0.141 -5.665 0.626 0.277 0.745 -2.313 21.515 59.649
1 3.91 391 6.891 -0.053 -5.612 0.844 0.155 0.093 21.752 -12.241 -65.192
1 3.92 392 7.502 0.045 -5.646 1.067 0.170 -0.059 22.328 1.489 -15.188
1 3.93 393 8.204 0.139 -5.791 1.225 0.164 -0.253 15.807 -0.580 -19.369
1 3.94 394 8.959 0.211 -6.024 1.317 0.127 -0.408 9.178 -3.731 -15.492
1 3.95 395 10.514 0.189 -6.689 2.715 -0.039 -1.159 139.827 -16.551 -75.172
1 3.96 396 11.348 0.206 -6.879 1.456 0.030 -0.332 -125.962 6.846 82.722
1 3.97 397 12.142 0.249 -6.870 1.385 0.075 0.016 -7.076 4.520 34.806
1 3.98 398 12.902 0.210 -7.017 1.326 -0.068 -0.256 -5.926 -14.292 -27.188
1 3.99 399 13.675 0.170 -7.181 1.349 -0.069 -0.287 2.379 -0.124 -3.111
1 4.00 400 14.459 0.117 -7.359 1.370 -0.093 -0.310 2.007 -2.386 -2.266
1 4.01 401 15.257 0.061 -7.551 1.392 -0.097 -0.335 2.201 -0.356 -2.538
1 4.02 402 17.032 0.044 -7.862 3.098 -0.030 -0.543 170.618 6.631 -20.798
1 4.03 403 17.908 -0.000 -8.115 1.530 -0.077 -0.441 -156.766 -4.679 10.170
1 4.04 404 18.755 -0.088 -8.453 1.477 -0.153 -0.590 -5.304 -7.585 -14.867
1 4.05 405 19.737 -0.127 -8.623 1.714 -0.067 -0.296 23.691 8.566 29.404
1 4.06 406 20.761 -0.183 -8.745 1.789 -0.099 -0.214 7.487 -3.163 8.243
1 4.07 407 21.767 -0.232 -8.786 1.756 -0.086 -0.072 -3.294 1.351 14.181
1 4.08 408 22.795 -0.274 -8.755 1.793 -0.073 0.055 3.719 1.266 12.664
1 4.09 409 24.989 -0.326 -8.627 3.830 -0.091 0.222 203.654 -1.823 16.751
1 4.10 410 26.127 -0.361 -8.546 1.987 -0.060 0.142 -184.272 3.101 -8.068
1 4.11 411 27.324 -0.417 -8.470 2.088 -0.098 0.133 10.083 -3.789 -0.833
1 4.12 412 28.516 -0.533 -8.426 2.082 -0.202 0.077 -0.620 -10.438 -5.635
1 4.13 413 29.779 -0.620 -8.316 2.204 -0.152 0.192 12.250 5.054 11.494
1 4.14 414 31.053 -0.678 -8.183 2.223 -0.101 0.232 1.884 5.105 4.025
1 4.15 415 32.355 -0.720 -7.972 2.273 -0.073 0.367 5.058 2.748 13.521
1 4.16 416 35.190 -0.587 -7.384 4.948 0.231 1.026 267.501 30.422 65.879
1 4.17 417 35.079 -0.717 -7.435 -0.194 -0.226 -0.088 -514.226 -45.659 -111.409
1 4.18 418 38.105 -0.534 -6.868 5.281 0.319 0.989 547.489 54.429 107.683
1 4.19 419 39.496 -0.574 -6.579 2.427 -0.071 0.505 -285.411 -38.927 -48.400
1 4.20 420 41.045 -0.541 -6.259 2.703 0.058 0.558 27.639 12.888 5.320
1 4.21 421 42.638 -0.552 -5.923 2.781 -0.019 0.587 7.730 -7.723 2.855
1 4.22 422 44.280 -0.604 -5.608 2.866 -0.091 0.549 8.560 -7.179 -3.722
1 4.23 423 45.964 -0.699 -5.340 2.938 -0.166 0.469 7.212 -7.490 -8.042
1 4.24 424 49.526 -0.695 -4.739 6.218 0.007 1.049 327.976 17.234 58.017
1 4.25 425 51.251 -0.638 -4.367 3.010 0.099 0.649 -320.837 9.248 -39.997
1 4.26 426 52.732 -0.605 -3.936 2.585 0.058 0.752 -42.464 -4.076 10.310
1 4.27 427 54.420 -0.351 -3.503 2.946 0.444 0.756 36.083 38.550 0.323
1 4.28 428 56.150 -0.008 -3.039 3.019 0.598 0.810 7.342 15.419 5.413
1 4.29 429 57.922 0.396 -2.582 3.092 0.705 0.797 7.297 10.728 -1.280
1 4.30 430 59.698 0.781 -2.180 3.099 0.671 0.702 0.713 -3.464 -9.439
1 4.31 431 63.243 1.499 -1.446 6.188 1.254 1.280 308.882 58.291 57.738
1 4.32 432 64.877 1.836 -0.990 2.851 0.588 0.797 -333.722 -66.543 -48.264
1 4.33 433 66.490 2.186 -0.508 2.816 0.611 0.840 -3.515 2.304 4.276
1 4.34 434 67.852 2.661 0.198 2.377 0.829 1.233 -43.943 21.807 39.257
1 4.35 435 69.423 3.027 0.680 2.742 0.639 0.842 36.554 -19.068 -39.047
1 4.36 436 70.950 3.363 1.135 2.664 0.586 0.794 -7.761 -5.223 -4.830
1 4.37 437 72.428 3.758 1.554 2.579 0.690 0.732 -8.510 10.350 -6.187
1 4.38 438 73.867 4.230 1.941 2.513 0.823 0.675 -6.644 13.330 -5.645
1 4.39 439 77.017 5.228 2.538 5.497 1.742 1.041 298.408 91.865 36.530
1 4.40 440 78.457 5.710 2.906 2.514 0.842 0.642 -298.260 -89.991 -39.830
1 4.41 441 79.703 6.093 3.445 2.173 0.668 0.941 -34.134 -17.437 29.880
1 4.42 442 81.157 6.508 3.822 2.539 0.725 0.658 36.612 5.708 -28.325
1 4.43 443 82.538 6.993 4.223 2.410 0.846 0.701 -12.894 12.170 4.275
1 4.44 444 83.870 7.529 4.656 2.323 0.936 0.755 -8.687 8.946 5.409
1 4.45 445 85.162 8.097 5.052 2.256 0.991 0.691 -6.778 5.475 -6.388
1 4.46 446 87.936 9.140 5.598 4.841 1.821 0.953 258.538 83.037 26.232
1 4.47 447 89.142 9.600 5.902 2.105 0.804 0.530 -273.603 -101.722 -42.279
1 4.48 448 90.062 9.962 6.326 1.606 0.631 0.741 -49.875 -17.223 21.043
1 4.49 449 91.193 10.400 6.639 1.974 0.763 0.546 36.777 13.165 -19.499
1 4.50 450 92.262 10.851 6.952 1.866 0.788 0.547 -10.833 2.442 0.074
1 4.51 451 93.356 11.340 7.213 1.910 0.854 0.455 4.420 6.602 -9.147
1 4.52 452 94.451 11.868 7.449 1.911 0.922 0.412 0.150 6.872 -4.320
1 4.53 453 96.630 12.778 7.773 3.804 1.588 0.565 189.223 66.556 15.265
1 4.54 454 97.574 13.170 8.006 1.647 0.684 0.406 -215.678 -90.373 -15.821
1 4.55 455 98.328 13.558 8.398 1.317 0.676 0.684 -32.982 -0.768 27.781
1 4.56 456 99.193 13.932 8.691 1.509 0.654 0.512 19.192 -2.289 -17.183
1 4.57 457 100.012 14.359 8.943 1.430 0.746 0.439 -7.857 9.243 -7.328
1 4.58 458 100.808 14.871 9.134 1.389 0.892 0.333 -4.090 14.644 -10.579
1 4.59 459 101.624 15.390 9.303 1.423 0.907 0.296 3.402 1.469 -3.695
1 4.60 460 103.419 16.353 9.401 3.133 1.680 0.171 170.962 77.326 -12.555
1 4.61 461 104.247 16.865 9.428 1.446 0.894 0.047 -168.731 -78.685 -12.422
1 4.62 462 105.029 17.351 9.444 1.364 0.847 0.028 -8.162 -4.616 -1.850
1 4.63 463 105.584 17.906 9.541 0.969 0.969 0.169 -39.524 12.126 14.129
1 4.64 464 106.218 18.333 9.624 1.106 0.746 0.144 13.747 -22.288 -2.563
1 4.65 465 106.840 18.787 9.710 1.085 0.793 0.151 -2.129 4.685 0.720
1 4.66 466 107.494 19.233 9.846 1.142 0.779 0.237 5.739 -1.379 8.636
1 4.67 467 108.165 19.594 10.000 1.171 0.629 0.270 2.842 -14.999 3.223
1 4.68 468 109.627 20.130 10.256 2.552 0.936 0.447 138.075 30.738 17.736
1 4.69 469 110.296 20.411 10.341 1.167 0.490 0.148 -138.474 -44.623 -29.917
1 4.70 470 110.881 20.731 10.356 1.022 0.558 0.027 -14.491 6.832 -12.116
1 4.71 471 111.585 21.058 10.322 1.229 0.571 -0.060 20.661 1.282 -8.683
1 4.72 472 112.309 21.415 10.240 1.263 0.623 -0.142 3.459 5.206 -8.202
1 4.73 473 113.037 21.789 10.149 1.271 0.653 -0.159 0.782 2.961 -1.717
1 4.74 474 113.741 22.108 10.079 1.228 0.558 -0.123 -4.311 -9.508 3.674
1 4.75 475 115.136 22.508 10.173 2.435 0.698 0.165 120.738 14.008 28.815
1 4.76 476 115.806 22.690 10.272 1.170 0.318 0.172 -126.543 -37.986 0.644
1 4.77 477 116.338 22.863 10.412 0.928 0.300 0.245 -24.159 -1.754 7.265
1 4.78 478 116.920 22.986 10.547 1.016 0.215 0.236 8.824 -8.560 -0.894
1 4.79 479 117.485 23.143 10.630 0.985 0.275 0.144 -3.107 6.025 -9.129
1 4.80 480 118.054 23.314 10.671 0.993 0.298 0.073 0.799 2.319 -7.167
1 4.81 481 118.625 23.489 10.684 0.996 0.305 0.022 0.288 0.682 -5.019
1 4.82 482 119.209 23.685 10.650 1.019 0.343 -0.060 2.289 3.778 -8.273
1 4.83 483 120.465 24.108 10.494 2.192 0.738 -0.271 117.328 39.494 -21.038
1 4.84 484 120.947 24.312 10.366 0.841 0.356 -0.224 -135.160 -38.160 4.654
1 4.85 485 121.454 24.459 10.347 0.885 0.256 -0.033 4.408 -10.037 19.157
1 4.86 486 121.910 24.579 10.411 0.797 0.210 0.111 -8.838 -4.560 14.353
1 4.87 487 122.310 24.688 10.548 0.697 0.190 0.239 -9.959 -2.051 12.810
1 4.88 488 122.674 24.788 10.723 0.636 0.175 0.306 -6.070 -1.455 6.685
1 4.89 489 122.985 24.871 10.938 0.543 0.146 0.374 -9.367 -2.965 6.847
1 4.90 490 123.639 25.042 11.285 1.141 0.298 0.607 59.853 15.294 23.232
1 4.91 491 123.840 25.128 11.493 0.351 0.150 0.362 -79.043 -14.856 -24.428
1 4.92 492 123.893 25.117 11.817 0.092 -0.019 0.565 -25.856 -16.904 20.242
1 4.93 493 124.086 25.184 11.977 0.338 0.116 0.280 24.605 13.527 -28.522
1 4.94 494 124.277 25.259 12.078 0.333 0.131 0.176 -0.539 1.537 -10.366
1 4.95 495 124.474 25.307 12.153 0.343 0.084 0.132 1.054 -4.787 -4.380
1 4.96 496 124.659 25.322 12.235 0.323 0.026 0.143 -1.984 -5.745 1.125
1 4.97 497 125.035 25.324 12.360 0.656 0.003 0.217 33.245 -2.284 7.360
1 4.98 498 125.169 25.258 12.413 0.234 -0.115 0.093 -42.183 -11.782 -12.434
1 4.99 499 125.261 25.134 12.389 0.160 -0.217 -0.043 -7.374 -10.283 -13.523
1 5.00 500 125.369 25.052 12.378 0.189 -0.143 -0.019 2.873 7.450 2.344
1 5.01 501 125.456 24.926 12.388 0.151 -0.220 0.018 -3.788 -7.683 3.729
1 5.02 502 125.515 24.773 12.407 0.103 -0.268 0.033 -4.799 -4.854 1.488
1 5.03 503 125.578 24.637 12.398 0.109 -0.237 -0.015 0.591 3.102 -4.802
1 5.04 504 125.603 24.457 12.405 0.044 -0.314 0.011 -6.549 -7.642 2.596
1 5.05 505 125.635 24.305 12.407 0.057 -0.265 0.003 1.380 4.848 -0.772
1 5.06 506 125.748 24.034 12.392 0.196 -0.473 -0.025 13.885 -20.780 -2.823
1 5.07 507 125.776 23.849 12.351 0.049 -0.322 -0.073 -14.684 15.066 -4.759
1 5.08 508 125.819 23.694 12.316 0.074 -0.271 -0.061 2.491 5.104 1.199
1 5.09 509 125.891 23.563 12.250 0.126 -0.228 -0.115 5.207 4.334 -5.450
1 5.10 510 125.956 23.434 12.169 0.112 -0.225 -0.141 -1.445 0.252 -2.625
1 5.11 511 126.001 23.285 12.108 0.080 -0.260 -0.107 -3.235 -3.494 3.476
1 5.12 512 125.889 23.046 11.924 -0.196 -0.417 -0.320 -27.516 -15.700 -21.379
1 5.13 513 125.893 22.893 11.734 0.007 -0.267 -0.332 20.211 15.016 -1.187
1 5.14 514 126.087 22.629 11.477 0.339 -0.461 -0.448 33.255 -19.369 -11.611
1 5.15 515 126.140 22.462 11.209 0.092 -0.291 -0.469 -24.722 17.019 -2.043
1 5.16 516 126.214 22.309 10.932 0.129 -0.268 -0.483 3.748 2.300 -1.450
1 5.17 517 126.293 22.125 10.667 0.138 -0.322 -0.462 0.894 -5.440 2.155
1 5.18 518 126.350 21.886 10.442 0.099 -0.417 -0.393 -3.974 -9.445 6.871
1 5.19 519 126.125 21.445 10.201 -0.393 -0.769 -0.421 -49.112 -35.250 -2.770
1 5.20 520 126.047 21.128 10.026 -0.136 -0.554 -0.305 25.606 21.494 11.532
1 5.21 521 126.164 20.668 9.672 0.206 -0.803 -0.619 34.218 -24.861 -31.350
1 5.22 522 126.084 20.312 9.385 -0.140 -0.622 -0.500 -34.618 18.075 11.840
